split,season_year,district_id,district_name,state_name,actual_yield,predicted_yield,mape_percent,accuracy_category
train,2017,IND013014,Mewat,Haryana,4320.0,4650.6416015625,7.653740776909721,somewhat_inaccurate
train,2017,IND013015,Palwal,Haryana,4550.0,4740.2841796875,4.182069883241758,somewhat_accurate
train,2017,IND013018,Rewari,Haryana,4900.0,4780.1162109375,2.4466079400510203,somewhat_accurate
train,2017,IND013004,Faridabad,Haryana,4450.0,4636.5009765625,4.191033181179775,somewhat_accurate
train,2017,IND013006,Gurgaon,Haryana,4910.0,4873.61279296875,0.7410836462576375,accurate
train,2017,IND013008,Jhajjar,Haryana,4650.0,4741.798828125,1.9741683467741935,accurate
train,2017,IND013021,Sonepat,Haryana,5070.0,4862.10546875,4.100483851084813,somewhat_accurate
train,2017,IND013017,Panipat,Haryana,5190.0,4911.50244140625,5.366041591401735,somewhat_inaccurate
train,2017,IND013013,Mahendragarh,Haryana,4270.0,4719.7705078125,10.533267161885245,inaccurate
train,2017,IND013003,Charkhi Dadri,Haryana,4120.0,4741.798828125,15.092204566140776,inaccurate
train,2017,IND013002,Bhiwani,Haryana,4320.0,4629.083984375,7.154721860532407,somewhat_inaccurate
train,2017,IND013019,Rohtak,Haryana,4630.0,4709.75341796875,1.7225360252429804,accurate
train,2017,IND013007,Hissar,Haryana,4910.0,4848.01123046875,1.2625003977851323,accurate
train,2017,IND013009,Jind,Haryana,5050.0,4921.25390625,2.549427599009901,somewhat_accurate
train,2017,IND013005,Fatehabad,Haryana,5380.0,5064.87841796875,5.857278476417286,somewhat_inaccurate
train,2017,IND013020,Sirsa,Haryana,5060.0,4853.24853515625,4.085997328927866,somewhat_accurate
train,2017,IND013010,Kaithal,Haryana,4830.0,4883.46728515625,1.1069831295289856,accurate
train,2017,IND028013,Mansa,Punjab,5170.0,4934.8798828125,4.547777895309478,somewhat_accurate
train,2017,IND013011,Karnal,Haryana,4920.0,4911.3232421875,0.17635686610772358,accurate
train,2017,IND013012,Kurukshetra,Haryana,4820.0,4877.353515625,1.1899069631742738,accurate
train,2017,IND013022,Yamuna Nagar,Haryana,4780.0,4796.9296875,0.3541775627615063,accurate
train,2017,IND013001,Ambala,Haryana,4650.0,4726.6455078125,1.648290490591398,accurate
train,2017,IND028015,Mohali,Punjab,4960.0,4740.19921875,4.43146736391129,somewhat_accurate
train,2017,IND013016,Panchkula,Haryana,3740.0,4496.05126953125,20.215274586397058,inaccurate
train,2017,IND028003,Bathinda,Punjab,5300.0,4984.42822265625,5.954184478183962,somewhat_inaccurate
train,2017,IND028019,Patiala,Punjab,5270.0,5001.77099609375,5.089734419473435,somewhat_inaccurate
train,2017,IND028021,Sangrur,Punjab,5550.0,5089.04248046875,8.305540892454955,somewhat_inaccurate
train,2017,IND028016,Muktsar,Punjab,5250.0,5022.90234375,4.325669642857142,somewhat_accurate
train,2017,IND028006,Fazilka,Punjab,4800.0,4878.92529296875,1.6442769368489583,accurate
train,2017,IND028002,Barnala,Punjab,5340.0,5071.7021484375,5.024304336376405,somewhat_inaccurate
train,2017,IND028004,Faridkot,Punjab,5340.0,5076.5361328125,4.933780284410112,somewhat_accurate
train,2017,IND028005,Fatehgarh Sahib,Punjab,5340.0,4997.83642578125,6.407557569639513,somewhat_inaccurate
train,2017,IND028014,Moga,Punjab,5190.0,5042.20654296875,2.847658131623314,somewhat_accurate
train,2017,IND028012,Ludhiana,Punjab,5140.0,5000.57861328125,2.712478340831712,somewhat_accurate
train,2017,IND028007,Firozpur,Punjab,5220.0,4984.42822265625,4.512869297772989,somewhat_accurate
train,2017,IND028020,Rupnagar,Punjab,4870.0,4763.27197265625,2.191540602541068,somewhat_accurate
train,2017,IND028017,Nawan Shehar,Punjab,5000.0,4943.9072265625,1.12185546875,accurate
train,2017,IND028010,Jalandhar,Punjab,5060.0,4887.2236328125,3.414552711215415,somewhat_accurate
train,2017,IND028022,Tarn Taran,Punjab,4680.0,4781.7939453125,2.1750843015491452,somewhat_accurate
train,2017,IND028011,Kapurthala,Punjab,4840.0,4795.3173828125,0.9231945699896694,accurate
train,2017,IND028009,Hoshiarpur,Punjab,4340.0,4513.6357421875,4.000823552707374,somewhat_accurate
train,2017,IND028001,Amritsar,Punjab,4870.0,4781.7939453125,1.8112126219199178,accurate
train,2017,IND028008,Gurdaspur,Punjab,4740.0,4709.75341796875,0.6381135449630801,accurate
train,2017,IND028018,Pathankot,Punjab,4020.0,4496.05126953125,11.842071381374378,inaccurate
train,2018,IND013014,Mewat,Haryana,4540.0,4698.67822265625,3.4951150364812777,somewhat_accurate
train,2018,IND013015,Palwal,Haryana,4230.0,4749.74853515625,12.287199412677305,inaccurate
train,2018,IND013018,Rewari,Haryana,4950.0,4780.1162109375,3.4319957386363633,somewhat_accurate
train,2018,IND013004,Faridabad,Haryana,5140.0,4646.44384765625,9.60225977322471,somewhat_inaccurate
train,2018,IND013006,Gurgaon,Haryana,4950.0,4873.61279296875,1.5431758996212122,accurate
train,2018,IND013008,Jhajjar,Haryana,4760.0,4741.798828125,0.38237756039915966,accurate
train,2018,IND013021,Sonepat,Haryana,4480.0,4862.10546875,8.529139927455358,somewhat_inaccurate
train,2018,IND013017,Panipat,Haryana,5220.0,4921.25390625,5.723105244252873,somewhat_inaccurate
train,2018,IND013013,Mahendragarh,Haryana,4740.0,4713.85302734375,0.5516238957014769,accurate
train,2018,IND013003,Charkhi Dadri,Haryana,5000.0,4770.09912109375,4.598017578125,somewhat_accurate
train,2018,IND013002,Bhiwani,Haryana,4420.0,4655.4072265625,5.32595535209276,somewhat_inaccurate
train,2018,IND013019,Rohtak,Haryana,4570.0,4749.74853515625,3.933228340399344,somewhat_accurate
train,2018,IND013007,Hissar,Haryana,4960.0,4840.2333984375,2.4146492250504035,somewhat_accurate
train,2018,IND013009,Jind,Haryana,5240.0,4983.72216796875,4.890798321207061,somewhat_accurate
train,2018,IND013005,Fatehabad,Haryana,5380.0,5089.04248046875,5.40813233329461,somewhat_inaccurate
train,2018,IND013020,Sirsa,Haryana,5060.0,4866.3388671875,3.8272951148715415,somewhat_accurate
train,2018,IND013010,Kaithal,Haryana,4920.0,4883.46728515625,0.7425348545477642,accurate
train,2018,IND028013,Mansa,Punjab,5450.0,5089.04248046875,6.623073752866973,somewhat_inaccurate
train,2018,IND013011,Karnal,Haryana,5640.0,5047.095703125,10.51248753324468,inaccurate
train,2018,IND013012,Kurukshetra,Haryana,4960.0,4870.59423828125,1.8025355185231855,accurate
train,2018,IND013022,Yamuna Nagar,Haryana,4300.0,4780.71728515625,11.179471747819768,inaccurate
train,2018,IND013001,Ambala,Haryana,4750.0,4726.6455078125,0.49167351973684215,accurate
train,2018,IND028015,Mohali,Punjab,4640.0,4715.68896484375,1.6312276905980603,accurate
train,2018,IND013016,Panchkula,Haryana,3940.0,4496.05126953125,14.112976384041879,inaccurate
train,2018,IND028003,Bathinda,Punjab,5600.0,5089.04248046875,9.124241420200892,somewhat_inaccurate
train,2018,IND028019,Patiala,Punjab,5470.0,5010.5205078125,8.399990716407677,somewhat_inaccurate
train,2018,IND028021,Sangrur,Punjab,5800.0,5089.04248046875,12.257888267780173,inaccurate
train,2018,IND028016,Muktsar,Punjab,5570.0,5089.04248046875,8.634784910794433,somewhat_inaccurate
train,2018,IND028006,Fazilka,Punjab,5060.0,4870.93896484375,3.736384093997035,somewhat_accurate
train,2018,IND028002,Barnala,Punjab,5570.0,5083.35986328125,8.736806763352782,somewhat_inaccurate
train,2018,IND028004,Faridkot,Punjab,5340.0,5089.04248046875,4.699579017439139,somewhat_accurate
train,2018,IND028005,Fatehgarh Sahib,Punjab,5180.0,4916.19287109375,5.092801716336873,somewhat_inaccurate
train,2018,IND028014,Moga,Punjab,5380.0,5066.37060546875,5.829542649279739,somewhat_inaccurate
train,2018,IND028012,Ludhiana,Punjab,5130.0,5000.57861328125,2.5228340490984404,somewhat_accurate
train,2018,IND028007,Firozpur,Punjab,5400.0,5082.21875,5.884837962962964,somewhat_inaccurate
train,2018,IND028020,Rupnagar,Punjab,4570.0,4709.75341796875,3.058061662335886,somewhat_accurate
train,2018,IND028017,Nawan Shehar,Punjab,5000.0,4884.52001953125,2.309599609375,somewhat_accurate
train,2018,IND028010,Jalandhar,Punjab,4970.0,4883.521484375,1.7400103747484912,accurate
train,2018,IND028022,Tarn Taran,Punjab,4900.0,4781.7939453125,2.412368463010204,somewhat_accurate
train,2018,IND028011,Kapurthala,Punjab,4730.0,4781.7939453125,1.095009414640592,accurate
train,2018,IND028009,Hoshiarpur,Punjab,4240.0,4513.6357421875,6.453673164799528,somewhat_inaccurate
train,2018,IND028001,Amritsar,Punjab,4810.0,4781.7939453125,0.5864044633575883,accurate
train,2018,IND028008,Gurdaspur,Punjab,4720.0,4734.9716796875,0.3171966035487288,accurate
train,2018,IND028018,Pathankot,Punjab,3980.0,4506.04345703125,13.217172287217338,inaccurate
train,2019,IND013014,Mewat,Haryana,4600.0,4678.955078125,1.716414741847826,accurate
train,2019,IND013015,Palwal,Haryana,4840.0,4749.74853515625,1.8646996868543388,accurate
train,2019,IND013018,Rewari,Haryana,4410.0,4756.57568359375,7.858859038407029,somewhat_inaccurate
train,2019,IND013004,Faridabad,Haryana,4200.0,4570.40380859375,8.819138299851192,somewhat_inaccurate
train,2019,IND013006,Gurgaon,Haryana,5060.0,4873.61279296875,3.683541640933794,somewhat_accurate
train,2019,IND013008,Jhajjar,Haryana,4810.0,4741.798828125,1.417903781185031,accurate
train,2019,IND013021,Sonepat,Haryana,4890.0,4853.0908203125,0.7547889506646217,accurate
train,2019,IND013017,Panipat,Haryana,4750.0,4868.4111328125,2.4928659539473683,somewhat_accurate
train,2019,IND013013,Mahendragarh,Haryana,4480.0,4709.75341796875,5.128424508231027,somewhat_inaccurate
train,2019,IND013003,Charkhi Dadri,Haryana,4570.0,4741.798828125,3.7592741384026263,somewhat_accurate
train,2019,IND013002,Bhiwani,Haryana,4190.0,4633.71435546875,10.58984141930191,inaccurate
train,2019,IND013019,Rohtak,Haryana,4320.0,4709.75341796875,9.022069860387731,somewhat_inaccurate
train,2019,IND013007,Hissar,Haryana,4560.0,4836.53125,6.064281798245614,somewhat_inaccurate
train,2019,IND013009,Jind,Haryana,4810.0,4868.4111328125,1.2143686655405406,accurate
train,2019,IND013005,Fatehabad,Haryana,4850.0,4873.66064453125,0.4878483408505154,accurate
train,2019,IND013020,Sirsa,Haryana,4860.0,4849.54638671875,0.2150949234825103,accurate
train,2019,IND013010,Kaithal,Haryana,4600.0,4834.64599609375,5.1009999150815215,somewhat_inaccurate
train,2019,IND028013,Mansa,Punjab,5390.0,4984.42822265625,7.52452277075603,somewhat_inaccurate
train,2019,IND013011,Karnal,Haryana,4850.0,4874.09814453125,0.4968689594072165,accurate
train,2019,IND013012,Kurukshetra,Haryana,4710.0,4843.0849609375,2.825583034766454,somewhat_accurate
train,2019,IND013022,Yamuna Nagar,Haryana,4890.0,4780.044921875,2.248570104805726,somewhat_accurate
train,2019,IND013001,Ambala,Haryana,4180.0,4726.6455078125,13.07764372757177,inaccurate
train,2019,IND028015,Mohali,Punjab,4520.0,4711.58935546875,4.238702554618363,somewhat_accurate
train,2019,IND013016,Panchkula,Haryana,4170.0,4496.05126953125,7.818975288519185,somewhat_inaccurate
train,2019,IND028003,Bathinda,Punjab,5420.0,5082.21875,6.232126383763838,somewhat_inaccurate
train,2019,IND028019,Patiala,Punjab,4770.0,4884.79248046875,2.4065509532232703,somewhat_accurate
train,2019,IND028021,Sangrur,Punjab,5770.0,5089.04248046875,11.80169011319324,inaccurate
train,2019,IND028016,Muktsar,Punjab,5460.0,5089.04248046875,6.794093764308608,somewhat_inaccurate
train,2019,IND028006,Fazilka,Punjab,4930.0,4875.22314453125,1.1110924030172415,accurate
train,2019,IND028002,Barnala,Punjab,5250.0,5064.87841796875,3.52612537202381,somewhat_accurate
train,2019,IND028004,Faridkot,Punjab,5570.0,5089.04248046875,8.634784910794433,somewhat_inaccurate
train,2019,IND028005,Fatehgarh Sahib,Punjab,4400.0,4834.765625,9.881036931818182,somewhat_inaccurate
train,2019,IND028014,Moga,Punjab,5350.0,5066.37060546875,5.301484009929906,somewhat_inaccurate
train,2019,IND028012,Ludhiana,Punjab,5100.0,4943.41650390625,3.0702646292892157,somewhat_accurate
train,2019,IND028007,Firozpur,Punjab,5120.0,4975.412109375,2.8239822387695312,somewhat_accurate
train,2019,IND028020,Rupnagar,Punjab,4330.0,4709.75341796875,8.770286789116629,somewhat_inaccurate
train,2019,IND028017,Nawan Shehar,Punjab,5080.0,4881.2822265625,3.9117671936515745,somewhat_accurate
train,2019,IND028010,Jalandhar,Punjab,5030.0,4864.25244140625,3.2951800913270377,somewhat_accurate
train,2019,IND028022,Tarn Taran,Punjab,4550.0,4781.7939453125,5.094372424450549,somewhat_inaccurate
train,2019,IND028011,Kapurthala,Punjab,4650.0,4741.798828125,1.9741683467741935,accurate
train,2019,IND028009,Hoshiarpur,Punjab,4290.0,4513.6357421875,5.212954363344989,somewhat_inaccurate
train,2019,IND028001,Amritsar,Punjab,4530.0,4767.01708984375,5.232165338714128,somewhat_inaccurate
train,2019,IND028008,Gurdaspur,Punjab,4170.0,4709.75341796875,12.943727049610313,inaccurate
train,2019,IND028018,Pathankot,Punjab,3950.0,4496.05126953125,13.824082772943038,inaccurate
train,2020,IND013014,Mewat,Haryana,4220.0,4630.91845703125,9.737404195053317,somewhat_inaccurate
train,2020,IND013015,Palwal,Haryana,4450.0,4734.9716796875,6.403857970505618,somewhat_inaccurate
train,2020,IND013018,Rewari,Haryana,4700.0,4780.1162109375,1.7046002327127658,accurate
train,2020,IND013004,Faridabad,Haryana,3370.0,4522.3671875,34.19487203264095,inaccurate
train,2020,IND013006,Gurgaon,Haryana,4740.0,4873.61279296875,2.818835294699367,somewhat_accurate
train,2020,IND013008,Jhajjar,Haryana,4530.0,4741.798828125,4.675470819536423,somewhat_accurate
train,2020,IND013021,Sonepat,Haryana,5020.0,4856.79296875,3.251136080677291,somewhat_accurate
train,2020,IND013017,Panipat,Haryana,4940.0,4902.13671875,0.7664631831983806,accurate
train,2020,IND013013,Mahendragarh,Haryana,4840.0,4719.7705078125,2.4840804170971076,somewhat_accurate
train,2020,IND013003,Charkhi Dadri,Haryana,4990.0,4751.81591796875,4.773228096818637,somewhat_accurate
train,2020,IND013002,Bhiwani,Haryana,4240.0,4590.04833984375,8.255857071786558,somewhat_inaccurate
train,2020,IND013019,Rohtak,Haryana,4790.0,4734.9716796875,1.1488167079853862,accurate
train,2020,IND013007,Hissar,Haryana,4970.0,4840.2333984375,2.6109980193661975,somewhat_accurate
train,2020,IND013009,Jind,Haryana,5010.0,4893.8056640625,2.319248222305389,somewhat_accurate
train,2020,IND013005,Fatehabad,Haryana,5040.0,4894.15673828125,2.8937155102926586,somewhat_accurate
train,2020,IND013020,Sirsa,Haryana,4640.0,4861.0263671875,4.763499292834052,somewhat_accurate
train,2020,IND013010,Kaithal,Haryana,4950.0,4850.0166015625,2.01986663510101,somewhat_accurate
train,2020,IND028013,Mansa,Punjab,4970.0,4898.412109375,1.4404002137826963,accurate
train,2020,IND013011,Karnal,Haryana,5180.0,4899.98388671875,5.405716472611004,somewhat_inaccurate
train,2020,IND013012,Kurukshetra,Haryana,5150.0,4878.92529296875,5.263586544296117,somewhat_inaccurate
train,2020,IND013022,Yamuna Nagar,Haryana,5100.0,4808.771484375,5.710363051470589,somewhat_inaccurate
train,2020,IND013001,Ambala,Haryana,5060.0,4748.52490234375,6.155634341032608,somewhat_inaccurate
train,2020,IND028015,Mohali,Punjab,4370.0,4711.58935546875,7.816690056493135,somewhat_inaccurate
train,2020,IND013016,Panchkula,Haryana,3600.0,4496.05126953125,24.89031304253472,inaccurate
train,2020,IND028003,Bathinda,Punjab,4950.0,4941.021484375,0.18138415404040403,accurate
train,2020,IND028019,Patiala,Punjab,4970.0,4893.6640625,1.535934356136821,accurate
train,2020,IND028021,Sangrur,Punjab,5260.0,5064.87841796875,3.7095357800617874,somewhat_accurate
train,2020,IND028016,Muktsar,Punjab,5050.0,4917.529296875,2.62318224009901,somewhat_accurate
train,2020,IND028006,Fazilka,Punjab,4740.0,4874.64111328125,2.8405298160601267,somewhat_accurate
train,2020,IND028002,Barnala,Punjab,4800.0,4933.24365234375,2.775909423828125,somewhat_accurate
train,2020,IND028004,Faridkot,Punjab,5070.0,4997.9794921875,1.4205228365384615,accurate
train,2020,IND028005,Fatehgarh Sahib,Punjab,4960.0,4866.3388671875,1.8883292905745968,accurate
train,2020,IND028014,Moga,Punjab,5150.0,4975.3076171875,3.39208510315534,somewhat_accurate
train,2020,IND028012,Ludhiana,Punjab,4970.0,4898.97802734375,1.4290135343309858,accurate
train,2020,IND028007,Firozpur,Punjab,4930.0,4898.412109375,0.6407280045638946,accurate
train,2020,IND028020,Rupnagar,Punjab,4510.0,4734.9716796875,4.988285580654102,somewhat_accurate
train,2020,IND028017,Nawan Shehar,Punjab,4940.0,4890.65673828125,0.9988514517965588,accurate
train,2020,IND028010,Jalandhar,Punjab,4900.0,4881.9111328125,0.36916055484693877,accurate
train,2020,IND028022,Tarn Taran,Punjab,4710.0,4781.7939453125,1.524287586252654,accurate
train,2020,IND028011,Kapurthala,Punjab,4620.0,4767.01708984375,3.1821880918560606,somewhat_accurate
train,2020,IND028009,Hoshiarpur,Punjab,4140.0,4513.6357421875,9.0250179272343,somewhat_inaccurate
train,2020,IND028001,Amritsar,Punjab,4760.0,4785.8935546875,0.5439822413340336,accurate
train,2020,IND028008,Gurdaspur,Punjab,4530.0,4734.9716796875,4.524761141004415,somewhat_accurate
train,2020,IND028018,Pathankot,Punjab,4330.0,4496.05126953125,3.834902298643187,somewhat_accurate
val,2021,IND013014,Mewat,Haryana,4260.0,4641.1650390625,8.9475361282277,somewhat_inaccurate
val,2021,IND013015,Palwal,Haryana,4640.0,4734.9716796875,2.0468034415409484,somewhat_accurate
val,2021,IND013018,Rewari,Haryana,4580.0,4766.5927734375,4.074078022652838,somewhat_accurate
val,2021,IND013004,Faridabad,Haryana,3920.0,4522.3671875,15.366509885204083,inaccurate
val,2021,IND013006,Gurgaon,Haryana,4670.0,4873.61279296875,4.360016980058886,somewhat_accurate
val,2021,IND013008,Jhajjar,Haryana,4400.0,4781.7939453125,8.677135120738637,somewhat_inaccurate
val,2021,IND013021,Sonepat,Haryana,4720.0,4862.10546875,3.0107090836864407,somewhat_accurate
val,2021,IND013017,Panipat,Haryana,4630.0,4913.47607421875,6.1225933956533485,somewhat_inaccurate
val,2021,IND013013,Mahendragarh,Haryana,4650.0,4719.7705078125,1.5004410282258065,accurate
val,2021,IND013003,Charkhi Dadri,Haryana,4120.0,4766.5927734375,15.693999355279125,inaccurate
val,2021,IND013002,Bhiwani,Haryana,4270.0,4517.67529296875,5.800358149151054,somewhat_inaccurate
val,2021,IND013019,Rohtak,Haryana,4370.0,4749.74853515625,8.68989782966247,somewhat_inaccurate
val,2021,IND013007,Hissar,Haryana,4640.0,4840.2333984375,4.3153749663254315,somewhat_accurate
val,2021,IND013009,Jind,Haryana,4660.0,4983.72216796875,6.946827638814377,somewhat_inaccurate
val,2021,IND013005,Fatehabad,Haryana,4670.0,4964.15380859375,6.298796757896145,somewhat_inaccurate
val,2021,IND013020,Sirsa,Haryana,4290.0,4858.56103515625,13.253170982663171,inaccurate
val,2021,IND013010,Kaithal,Haryana,4620.0,4883.46728515625,5.702755089962121,somewhat_inaccurate
val,2021,IND028013,Mansa,Punjab,4450.0,4976.650390625,11.834840238764045,inaccurate
val,2021,IND013011,Karnal,Haryana,5100.0,4942.59326171875,3.0864066329656863,somewhat_accurate
val,2021,IND013012,Kurukshetra,Haryana,4260.0,4878.92529296875,14.528762745745304,inaccurate
val,2021,IND013022,Yamuna Nagar,Haryana,4510.0,4796.9296875,6.3620773281596446,somewhat_inaccurate
val,2021,IND013001,Ambala,Haryana,4110.0,4726.6455078125,15.003540336070559,inaccurate
val,2021,IND028015,Mohali,Punjab,3710.0,4721.6064453125,27.267020089285715,inaccurate
val,2021,IND013016,Panchkula,Haryana,3770.0,4496.05126953125,19.258654364224135,inaccurate
val,2021,IND028003,Bathinda,Punjab,4410.0,4976.650390625,12.849215206916101,inaccurate
val,2021,IND028019,Patiala,Punjab,3880.0,4893.6640625,26.125362435567013,inaccurate
val,2021,IND028021,Sangrur,Punjab,4175.82421875,5089.04248046875,21.869173937405694,inaccurate
val,2021,IND028016,Muktsar,Punjab,4530.0,5071.7021484375,11.958104822019868,inaccurate
val,2021,IND028006,Fazilka,Punjab,4280.0,4862.81640625,13.617205753504674,inaccurate
val,2021,IND028002,Barnala,Punjab,4570.0,5071.7021484375,10.978165173687088,inaccurate
val,2021,IND028004,Faridkot,Punjab,4580.0,5089.04248046875,11.114464639055676,inaccurate
val,2021,IND028005,Fatehgarh Sahib,Punjab,3400.0,4866.3388671875,43.127613740808826,inaccurate
val,2021,IND028014,Moga,Punjab,4370.0,5060.68798828125,15.805217123140732,inaccurate
val,2021,IND028012,Ludhiana,Punjab,4280.0,4936.32373046875,15.33466659973715,inaccurate
val,2021,IND028007,Firozpur,Punjab,4370.0,4941.021484375,13.066853189359268,inaccurate
val,2021,IND028020,Rupnagar,Punjab,3620.0,4719.7705078125,30.3804007683011,inaccurate
val,2021,IND028017,Nawan Shehar,Punjab,3870.0,4890.65673828125,26.37355912871447,inaccurate
val,2021,IND028010,Jalandhar,Punjab,4220.0,4894.71435546875,15.988491835752368,inaccurate
val,2021,IND028022,Tarn Taran,Punjab,4290.0,4781.7939453125,11.463728328962704,inaccurate
val,2021,IND028011,Kapurthala,Punjab,3990.0,4795.3173828125,20.18339305294486,inaccurate
val,2021,IND028009,Hoshiarpur,Punjab,3620.0,4513.6357421875,24.686070226174035,inaccurate
val,2021,IND028001,Amritsar,Punjab,4450.0,4802.80810546875,7.928272033005618,somewhat_inaccurate
val,2021,IND028008,Gurdaspur,Punjab,4220.0,4709.75341796875,11.605531231486967,inaccurate
val,2021,IND028018,Pathankot,Punjab,3650.0,4496.05126953125,23.179486836472602,inaccurate
test,2022,IND013014,Mewat,Haryana,3900.0,4641.56689453125,19.01453575721154,inaccurate
test,2022,IND013015,Palwal,Haryana,4240.0,4758.19384765625,12.221553010760614,inaccurate
test,2022,IND013018,Rewari,Haryana,4150.0,4766.5927734375,14.857657191265062,inaccurate
test,2022,IND013004,Faridabad,Haryana,4140.0,4535.17041015625,9.545178989281402,somewhat_inaccurate
test,2022,IND013006,Gurgaon,Haryana,4500.0,4865.8349609375,8.129665798611112,somewhat_inaccurate
test,2022,IND013008,Jhajjar,Haryana,4360.0,4767.01708984375,9.335254354214449,somewhat_inaccurate
test,2022,IND013021,Sonepat,Haryana,4530.0,4856.79296875,7.2139728200883,somewhat_inaccurate
test,2022,IND013017,Panipat,Haryana,4470.0,4890.07470703125,9.397644452600671,somewhat_inaccurate
test,2022,IND013013,Mahendragarh,Haryana,4430.0,4719.7705078125,6.541094984480813,somewhat_inaccurate
test,2022,IND013003,Charkhi Dadri,Haryana,3660.0,4766.5927734375,30.234775230532783,inaccurate
test,2022,IND013002,Bhiwani,Haryana,4100.0,4578.212890625,11.663729039634147,inaccurate
test,2022,IND013019,Rohtak,Haryana,4170.0,4749.74853515625,13.902842569694245,inaccurate
test,2022,IND013007,Hissar,Haryana,4990.0,4840.2333984375,3.0013347006513027,somewhat_accurate
test,2022,IND013009,Jind,Haryana,4870.0,4919.55712890625,1.0176001828798769,accurate
test,2022,IND013005,Fatehabad,Haryana,5140.0,4909.75146484375,4.479543485530155,somewhat_accurate
